transaction_amount,time_since_last_transaction,merchant_category_code,distance_from_home,transaction_frequency_24h,is_weekend,is_fraud
19.43,38.6,11,10.32,2,1,0
100.8,18.34,18,15.5,5,0,0
130.75,41.02,3,0.16,4,1,0
219.65,51.81,4,4.85,3,0,0
117.8,20.76,2,6.3,4,0,0
32.91,60.05,3,8.28,1,1,0
98.61,7.81,12,1.56,4,1,0
15.4,44.05,7,4.85,4,0,0
298.95,35.83,18,1.34,3,0,0
22.0,18.06,5,20.9,1,0,0
28.99,67.89,19,2.3,2,1,0
1214.35,0.82,10,88.62,4,0,1
69.21,30.4,16,0.7,3,0,0
71.78,7.04,9,7.77,1,0,0
14.36,58.63,2,3.61,5,1,0
70.67,52.5,15,2.31,2,1,0
64.33,26.47,5,0.14,1,1,0
128.15,43.91,11,3.71,3,1,0
17.87,2.02,2,14.43,2,0,0
164.22,41.54,8,2.13,2,1,0
7.88,55.31,13,20.58,4,0,0
26.02,59.49,14,10.73,5,0,0
128.35,49.42,10,2.89,5,1,0
11.35,13.91,5,6.88,5,0,0
163.26,69.39,15,0.1,5,1,0
33.65,4.59,11,2.23,2,0,0
16.43,19.31,13,6.01,3,1,0
85.12,13.17,18,1.56,5,1,0
82.85,53.32,3,20.12,5,1,0
40.91,36.99,18,8.25,4,0,0
70.42,1.43,7,4.52,2,0,0
36.06,71.75,16,1.91,4,0,0
58.06,48.17,3,5.93,3,0,0
29.41,23.28,9,12.51,1,1,0
10.7,4.16,11,0.14,5,0,0
546.09,2.13,13,91.27,7,0,1
58.92,7.94,4,9.25,3,0,0
304.05,1.96,9,1.18,3,0,0
100.73,51.74,7,4.09,3,1,0
61.68,31.79,5,3.36,4,1,0
45.56,7.34,15,1.9,4,1,0
67.72,10.76,11,22.62,5,1,0
36.46,7.88,7,0.88,1,1,0
52.97,7.7,19,0.03,4,0,0
41.41,33.35,15,5.09,2,0,0
96.05,65.44,19,2.89,2,1,0
117.91,8.72,20,1.98,5,0,0
25.41,65.97,18,0.39,3,0,0
27.85,56.11,7,2.79,2,0,0
29.66,26.72,7,9.06,3,1,0
64.33,64.34,19,6.26,3,0,0
45.07,35.19,16,21.17,1,0,0
69.44,65.17,16,16.13,5,0,0
78.76,45.54,2,9.72,2,0,0
175.59,14.48,7,27.72,5,0,0
308.07,4.12,1,24.56,2,1,0
144.1,40.73,3,9.15,5,1,0
36.27,29.49,11,7.6,4,0,0
111.22,5.2,14,1.21,4,0,0
56.19,27.26,6,4.62,5,0,0
75.65,15.13,17,4.11,1,0,0
45.09,39.22,14,6.27,5,1,0
18.02,44.61,17,12.22,2,0,0
100.02,17.59,18,3.87,5,1,0
56.45,33.76,3,6.36,2,1,0
92.63,66.71,7,0.3,5,0,0
22.3,35.99,19,6.29,4,1,0
139.23,27.76,19,19.15,5,0,0
43.88,66.82,15,16.15,4,1,0
32.86,21.06,7,8.06,1,0,0
5,56.03,4,7.25,2,0,0
36.73,1.16,20,3.37,2,0,0
25.51,2.91,1,1.34,3,1,0
17.12,16.23,13,12.34,5,0,0
307.12,52.1,8,3.3,5,1,0
53.68,27.74,14,0.78,4,1,0
244.45,3.38,8,1.73,4,1,0
27.26,45.03,11,10.21,5,1,0
44.79,64.6,16,16.17,2,0,0
19.4,62.15,1,9.25,4,0,0
269.2,63.81,13,17.24,2,1,0
440.84,3.8,2,9.35,2,0,0
124.84,33.11,13,4.98,3,1,0
314.64,15.79,6,4.37,3,1,0
21.33,66.65,19,1.86,3,0,0
36.25,60.74,18,11.25,1,1,0
10.23,55.03,10,12.11,3,1,0
37.95,2.39,2,4.58,4,1,0
10.9,31.76,8,19.8,1,0,0
96.48,15.1,13,7.14,1,0,0
45.56,38.79,18,3.33,2,0,0
46.45,20.38,9,8.21,4,0,0
7.02,3.43,13,7.99,2,0,0
45.75,47.93,10,4.72,4,0,0
182.91,3.05,20,12.85,2,1,0
47.39,28.27,6,4.44,3,1,0
31.83,53.25,10,18.73,5,0,0
165.04,25.74,4,2.53,4,1,0
33.05,58.32,20,0.41,1,1,0
13.98,2.99,10,1.42,1,0,0
179.26,36.74,17,1.91,1,0,0
77.78,6.66,11,5.45,1,1,0
124.61,35.12,3,12.51,1,0,0
26.4,71.53,5,1.07,3,1,0
10.63,71.68,7,4.67,5,0,0
45.45,71.78,13,13.8,1,1,0
29.72,10.91,18,7.03,1,1,0
45.06,21.25,6,9.95,2,0,0
48.81,27.08,9,3.97,1,1,0
68.33,8.7,18,2.17,4,1,0
25.98,65.59,7,15.57,5,0,0
90.6,23.48,19,12.65,3,1,0
500,45.29,6,2.9,3,0,0
286.03,34.06,5,0.78,4,0,0
191.85,4.14,9,6.23,1,1,0
13.55,62.54,11,3.33,3,1,0
34.38,59.23,5,1.36,5,0,0
53.47,26.93,1,5.23,4,1,0
314.77,41.56,14,14.61,1,1,0
66.94,30.43,6,4.0,4,0,0
48.06,10.89,14,1.73,2,0,0
29.0,20.14,12,8.8,1,0,0
53.41,31.62,7,7.33,3,0,0
346.74,55.48,8,0.43,3,1,0
92.24,56.65,19,11.7,4,1,0
15.8,17.7,4,22.72,5,0,0
15.93,28.3,5,15.56,5,1,0
24.74,55.81,8,40.69,4,1,0
24.31,20.51,15,7.31,3,0,0
77.96,66.56,20,35.76,4,1,0
288.51,51.5,3,12.44,2,0,0
82.39,49.58,15,9.59,4,0,0
10.72,33.93,8,6.69,3,0,0
27.73,56.91,1,14.39,4,1,0
23.11,34.56,12,1.98,4,1,0
44.22,15.92,10,0.74,3,1,0
54.66,43.04,20,3.52,2,0,0
11.74,38.47,4,11.98,2,1,0
195.0,47.57,19,3.32,2,1,0
125.87,43.28,7,13.54,1,1,0
34.58,54.66,14,20.45,1,1,0
68.07,5.68,3,3.61,3,1,0
180.56,6.92,7,0.84,5,0,0
16.13,61.62,8,3.93,4,0,0
76.64,54.63,5,24.69,1,1,0
12.08,23.48,4,0.77,3,1,0
145.44,70.84,19,11.73,4,0,0
95.74,64.17,6,0.44,3,0,0
76.79,50.37,19,33.27,1,1,0
53.59,56.32,3,5.71,1,0,0
108.64,53.25,3,2.67,5,1,0
45.1,24.91,14,4.12,1,0,0
18.05,17.31,18,23.9,1,1,0
74.35,24.51,3,0.4,4,0,0
103.63,49.94,2,2.22,2,1,0
40.69,54.42,15,2.13,2,1,0
71.6,16.94,8,4.31,3,1,0
123.98,14.67,9,0.3,1,1,0
27.75,25.56,3,23.95,5,0,0
551.29,2.1,12,48.27,7,1,1
37.43,36.27,11,1.46,3,1,0
33.04,10.84,20,5.6,1,1,0
161.05,9.02,6,3.78,3,1,0
30.3,11.09,16,23.25,3,0,0
22.1,52.91,8,3.44,2,1,0
22.82,41.14,16,0.52,4,1,0
79.74,11.62,10,1.55,1,1,0
115.22,9.57,7,3.03,5,0,0
51.24,53.94,16,4.76,3,0,0
302.85,43.76,4,20.39,1,1,0
139.48,24.8,9,7.81,1,1,0
48.4,50.3,11,5.57,5,1,0
21.76,46.24,13,0.62,5,0,0
56.02,42.97,8,6.87,3,0,0
25.11,31.8,4,0.74,2,1,0
163.72,26.81,10,0.95,1,0,0
113.51,52.02,10,4.49,5,1,0
161.24,71.38,16,1.59,1,0,0
130.06,34.47,8,6.08,4,0,0
123.09,33.28,16,3.17,1,0,0
15.13,39.23,10,3.51,5,1,0
70.31,51.88,12,10.07,1,0,0
96.96,61.95,1,4.04,2,1,0
27.73,28.72,10,5.65,5,0,0
125.66,67.99,1,31.52,3,1,0
71.15,21.56,13,0.17,3,0,0
172.84,58.84,17,11.03,4,1,0
78.41,27.97,13,5.15,2,1,0
73.58,43.18,17,7.48,5,1,0
152.68,51.78,20,2.1,4,1,0
11.89,63.48,5,5.28,4,0,0
43.98,54.77,5,0.34,2,1,0
30.27,52.58,17,0.94,1,1,0
16.95,29.56,5,16.92,1,1,0
31.2,61.75,4,1.54,3,0,0
43.05,3.86,5,1.0,3,1,0
10.98,68.91,20,1.23,3,1,0
23.4,9.13,2,22.11,2,1,0
127.77,33.94,1,1.41,5,0,0
100.89,70.18,5,6.15,4,0,0
170.28,10.19,6,0.34,5,0,0
25.92,17.08,9,16.77,3,0,0
87.74,55.66,19,7.57,3,0,0
50.33,1.59,20,4.53,2,1,0
48.92,17.28,3,8.41,4,1,0
63.69,64.2,18,1.85,4,1,0
202.84,60.81,10,3.38,4,0,0
199.7,18.59,15,37.67,5,0,0
262.4,51.28,2,57.75,5,1,0
22.5,51.45,12,4.2,2,1,0
34.76,14.22,13,1.81,4,1,0
92.76,27.3,5,18.54,2,0,0
38.35,69.9,2,4.73,5,0,0
16.11,33.09,8,23.26,1,1,0
18.2,49.33,15,0.02,4,0,0
11.64,64.6,17,0.32,1,0,0
45.4,51.7,2,4.76,2,0,0
82.44,40.0,9,1.22,3,0,0
64.73,50.39,4,10.31,4,1,0
56.95,45.33,17,1.63,1,0,0
12.64,12.22,14,5.3,2,1,0
393.34,52.43,9,7.05,5,1,0
175.22,54.18,15,5.78,3,0,0
13.29,45.92,7,3.27,2,0,0
144.94,71.82,5,1.15,1,0,0
73.74,34.49,18,7.09,3,1,0
35.83,29.34,2,6.32,1,1,0
55.92,18.91,3,5.08,5,0,0
17.39,27.74,13,3.64,1,1,0
1990.96,13.86,20,162.24,9,1,1
260.08,32.17,12,5.05,2,1,0
81.17,66.46,5,1.08,3,0,0
12.8,32.17,4,11.96,2,0,0
74.34,10.26,6,0.39,4,0,0
30.14,42.29,8,4.58,4,0,0
126.28,66.41,4,0.64,4,1,0
49.66,14.68,10,13.75,4,1,0
19.4,50.52,13,11.95,3,0,0
78.47,41.21,15,3.35,1,0,0
33.55,38.4,6,0.23,3,1,0
68.07,4.41,10,0.62,3,1,0
38.03,51.11,18,2.83,3,1,0
15.52,30.12,20,6.54,5,1,0
68.99,8.22,10,3.54,5,1,0
312.75,25.19,17,5.48,2,1,0
47.3,5.53,9,8.19,3,1,0
50.84,1.85,5,10.03,2,0,0
144.9,18.53,8,34.99,5,0,0
50.32,9.7,15,2.28,1,0,0
19.4,43.69,1,2.25,5,1,0
52.44,9.71,1,1.7,4,0,0
168.02,9.55,19,27.62,2,0,0
18.11,59.75,12,3.91,1,0,0
21.7,12.81,6,0.25,5,1,0
21.27,59.64,5,4.45,5,1,0
52.79,39.26,3,13.72,3,0,0
106.43,70.16,6,17.58,1,1,0
86.17,47.58,10,1.67,5,0,0
33.95,63.69,12,2.04,1,0,0
33.82,55.6,12,1.46,5,0,0
74.97,50.12,17,3.61,2,0,0
183.7,58.47,6,22.66,5,1,0
39.67,22.96,16,5.97,4,0,0
30.13,11.49,15,1.08,1,1,0
101.59,69.36,3,5.15,5,0,0
9.25,58.2,6,4.38,2,1,0
27.06,18.21,17,2.05,2,0,0
185.36,35.06,19,4.28,1,1,0
31.85,40.17,6,8.3,1,1,0
216.52,22.85,11,3.35,4,0,0
217.07,37.78,5,1.95,3,0,0
18.36,34.4,14,20.54,5,1,0
27.75,25.19,3,3.0,2,1,0
500,62.21,19,4.49,4,1,0
75.95,30.06,15,24.27,5,1,0
155.85,13.0,2,8.54,3,0,0
36.82,64.18,3,2.25,1,1,0
24.14,68.02,19,8.79,5,1,0
48.82,18.58,15,4.22,3,0,0
209.18,40.21,12,6.54,1,0,0
53.53,7.28,14,4.8,1,1,0
21.07,26.88,6,6.15,3,0,0
13.55,55.07,19,0.82,2,1,0
175.34,8.07,13,49.94,5,1,1
500,38.97,6,22.53,1,0,0
56.36,21.24,19,2.26,1,1,0
90.51,38.67,8,3.68,5,1,0
144.99,28.74,2,12.46,4,1,0
40.11,28.74,4,2.85,4,0,0
152.91,32.06,4,9.9,2,0,0
230.61,29.64,17,16.92,1,0,0
84.91,32.97,18,8.37,1,1,0
230.27,5.5,13,1.98,3,1,0
9.7,13.36,10,5.74,1,1,0
10.84,63.81,1,9.81,2,1,0
42.77,50.28,18,4.91,1,0,0
238.62,19.32,18,6.35,3,1,0
66.47,10.84,3,10.41,2,1,0
44.4,32.61,10,24.97,1,0,0
216.48,47.1,17,4.37,1,1,0
27.1,57.42,6,7.81,5,1,0
500,39.23,7,3.62,1,1,0
148.65,4.77,3,10.12,3,0,0
29.7,9.11,15,13.36,3,1,0
102.23,8.73,10,2.05,4,1,0
88.9,9.69,12,0.56,1,1,0
15.36,67.82,10,2.56,3,0,0
115.97,26.37,12,0.46,2,0,0
17.57,24.45,17,14.64,1,1,0
25.83,55.82,3,16.37,3,1,0
21.55,9.45,20,5.59,5,0,0
55.19,50.75,1,2.83,2,0,0
22.94,46.65,20,3.12,3,0,0
41.22,9.51,6,13.19,3,0,0
48.05,14.91,7,1.76,3,1,0
68.72,40.98,14,7.8,5,0,0
161.48,23.18,3,4.7,2,1,0
20.05,6.07,2,6.32,3,0,0
63.35,11.44,15,25.82,5,1,0
74.4,20.81,10,2.04,3,1,0
487.21,7.26,9,2.01,1,0,0
14.07,69.84,11,9.06,2,1,0
178.6,37.67,1,9.65,3,0,0
29.15,54.99,10,0.79,4,1,0
500,59.52,3,8.7,5,0,0
22.52,49.22,2,5.55,3,0,0
62.77,27.08,13,21.78,5,0,0
36.87,25.8,8,10.45,3,1,0
454.67,36.65,4,9.61,4,1,0
176.76,52.5,16,4.15,4,1,0
84.93,10.47,15,8.81,5,1,0
33.71,35.91,18,7.27,2,0,0
23.69,64.8,6,4.05,2,0,0
89.34,66.12,11,8.88,4,1,0
25.16,44.51,9,1.66,3,0,0
47.7,27.82,16,4.66,5,1,0
48.57,24.05,2,7.25,3,0,0
46.88,10.39,7,14.25,2,1,0
38.08,55.03,18,10.21,1,0,0
183.48,32.41,7,0.73,1,0,0
96.31,31.92,5,4.78,5,0,0
28.97,2.47,1,20.52,5,0,0
29.76,13.8,7,16.02,2,1,0
32.91,69.84,18,1.86,2,1,0
48.23,36.31,14,1.55,4,0,0
255.76,66.36,3,6.79,1,0,0
100.7,11.31,13,3.81,1,1,0
354.49,35.64,20,14.53,4,1,0
97.33,53.13,12,4.15,4,0,0
68.81,14.69,18,2.21,1,1,0
104.68,56.34,6,5.41,2,1,0
13.83,38.23,5,15.23,4,1,0
98.08,58.93,20,0.91,4,1,0
358.8,1.1,13,15.12,3,0,0
38.98,48.36,5,1.52,2,1,0
204.67,69.77,1,10.16,3,1,0
86.31,44.11,3,4.87,3,1,0
50.76,34.82,13,3.01,2,0,0
150.89,21.56,13,5.45,5,0,0
96.79,57.42,20,21.0,3,1,0
36.92,12.51,20,11.24,1,1,0
53.18,26.58,18,21.49,3,1,0
166.11,16.44,10,21.17,5,0,0
39.51,9.54,15,1.52,2,0,0
107.98,59.02,1,1.04,2,1,0
32.04,47.01,4,16.25,3,1,0
51.87,64.96,15,3.64,1,1,0
44.5,55.28,15,3.18,4,1,0
462.31,2.06,13,10.61,10,1,1
165.11,33.99,19,11.87,2,0,0
306.8,13.61,5,11.97,4,0,0
97.97,56.58,3,5.02,5,0,0
32.54,49.73,3,6.98,3,0,0
113.24,63.26,20,14.16,3,1,0
51.84,13.19,5,2.61,4,0,0
41.43,26.64,12,0.4,3,0,0
16.07,51.49,8,50,1,0,0
18.73,31.4,20,7.72,3,0,0
12.03,47.98,17,11.42,2,0,0
86.07,6.66,18,5.64,3,1,0
27.64,70.39,9,4.99,1,0,0
51.96,20.88,1,2.82,1,0,0
63.95,38.12,1,3.66,5,0,0
22.94,27.31,10,4.45,2,0,0
33.04,18.36,1,18.46,4,1,0
25.27,1.06,18,13.75,3,0,0
67.71,20.2,7,1.45,1,0,0
78.36,10.1,8,0.84,5,0,0
41.46,13.73,16,8.92,4,1,0
31.8,57.75,3,3.67,4,1,0
31.74,55.26,18,15.32,4,0,0
53.3,1.76,6,1.87,1,0,0
6.14,36.37,4,1.59,4,1,0
39.95,35.55,10,0.37,4,0,0
103.85,23.36,14,0.67,1,1,0
22.33,20.03,3,9.18,1,0,0
65.02,52.77,2,6.35,2,0,0
19.53,35.76,7,10.11,4,1,0
6.01,42.06,19,8.7,1,0,0
73.19,28.24,8,10.19,7,1,0
412.71,21.18,8,2.1,5,1,0
29.5,17.42,19,4.09,1,1,0
338.41,4.11,15,0.59,4,1,0
42.75,68.13,4,4.45,5,0,0
482.51,56.66,12,3.27,3,0,0
8.72,14.16,13,7.25,3,1,0
193.63,39.97,6,0.36,4,0,0
161.0,63.23,6,2.78,4,0,0
43.47,54.24,18,4.3,2,0,0
57.2,28.33,17,3.32,2,1,0
11.76,10.87,5,2.92,1,1,0
165.26,56.2,9,20.6,4,1,0
38.32,36.92,8,5.27,1,0,0
32.62,21.21,12,2.95,4,0,0
6.47,65.98,8,8.35,4,1,0
43.39,16.46,4,0.13,5,1,0
21.59,41.81,4,1.19,4,0,0
25.31,34.63,20,3.12,5,1,0
84.39,19.66,2,7.75,1,0,0
95.51,12.24,18,2.6,2,1,0
151.36,41.02,5,0.09,4,1,0
50.37,58.95,18,36.5,1,1,0
26.02,47.17,14,5.19,2,0,0
20.42,14.13,3,0.81,5,0,0
48.92,35.43,17,15.84,3,0,0
78.5,66.86,15,17.02,4,0,0
51.82,8.28,17,3.84,5,1,0
134.99,3.24,4,1.69,4,1,0
23.33,28.33,18,17.81,5,0,0
49.63,27.19,11,30.52,5,1,0
55.35,52.4,9,6.04,4,1,0
103.69,57.51,8,2.76,3,0,0
109.0,64.95,14,11.84,5,0,0
60.14,49.59,8,4.56,1,0,0
36.26,50.45,18,4.64,5,1,0
22.64,34.75,15,8.95,2,0,0
12.9,39.27,4,15.05,5,0,0
365.25,2.54,3,15.19,2,1,0
25.13,17.32,2,5.08,2,1,0
35.65,34.99,20,15.62,1,1,0
37.0,14.48,7,9.44,4,0,0
234.64,47.83,5,2.08,5,0,0
52.51,8.06,5,1.63,3,1,0
51.13,61.05,13,15.61,2,0,0
19.45,42.02,12,0.45,3,0,0
25.37,10.98,4,4.41,1,1,0
137.64,14.56,4,2.57,2,1,0
24.98,45.95,11,5.58,5,1,0
74.0,53.45,12,23.95,4,1,0
123.08,40.24,2,8.1,2,0,0
43.91,2.76,20,14.7,4,1,0
29.48,27.72,8,5.81,3,1,0
135.9,66.34,6,21.41,1,1,0
23.07,36.03,4,14.82,5,0,0
16.6,48.83,11,0.31,1,1,0
21.36,15.72,4,11.41,3,1,0
88.46,42.64,18,6.6,1,1,0
25.92,57.43,7,4.43,2,1,0
129.64,8.42,12,11.52,4,1,0
50.37,15.16,2,3.03,3,1,0
110.83,44.34,20,6.05,1,0,0
179.82,66.48,3,1.5,4,1,0
30.42,35.08,1,7.18,3,1,0
6.23,25.44,2,7.74,4,0,0
34.03,58.83,19,1.02,2,0,0
10.33,70.8,3,0.1,4,0,0
91.6,68.56,19,11.15,2,1,0
25.12,12.52,15,16.71,1,1,0
108.93,39.95,13,2.29,3,1,0
5.12,22.2,13,15.36,4,0,0
51.41,43.4,5,1.42,5,0,0
7.37,30.9,1,16.88,1,1,0
83.27,54.75,19,5.04,5,1,0
53.32,61.21,16,3.26,4,1,0
32.72,34.68,16,8.79,2,0,0
21.72,52.83,8,8.12,3,0,0
68.53,40.0,13,7.35,1,0,0
43.51,11.76,17,1.43,2,0,0
42.33,50.3,11,7.32,2,0,0
18.79,52.21,16,47.83,3,1,0
52.67,59.77,2,7.31,3,0,0
40.78,24.87,16,0.51,4,0,0
99.49,48.44,17,6.0,5,1,0
55.01,49.85,20,3.83,5,0,0
92.85,48.36,11,1.73,4,0,0
66.96,51.14,1,5.12,2,1,0
27.25,47.0,7,1.26,3,0,0
84.97,44.95,14,21.83,5,1,0
60.54,50.7,3,1.67,3,0,0
16.76,44.07,12,1.25,1,1,0
97.83,10.82,8,3.86,2,0,0
47.42,6.51,12,15.09,5,1,0
97.87,40.35,20,13.32,4,1,0
12.41,47.67,18,1.5,2,0,0
126.08,18.2,10,3.65,2,0,0
28.85,37.88,9,5.11,2,1,0
60.24,65.82,17,0.34,5,0,0
126.46,1.6,19,0.93,3,1,0
23.12,16.37,6,15.75,2,1,0
193.5,52.13,1,28.19,2,1,0
45.23,40.58,8,5.6,3,1,0
18.46,69.2,16,7.07,3,1,0
45.39,28.66,2,7.39,1,1,0
32.53,3.67,11,6.86,2,0,0
126.31,26.12,17,7.34,2,1,0
128.32,64.31,11,6.13,3,1,0
23.14,63.39,1,23.08,3,0,0
32.96,47.33,19,6.24,2,0,0
39.07,3.42,13,107.91,12,1,1
16.53,39.79,9,7.53,2,0,0
83.84,4.53,15,21.27,2,0,0
32.06,29.69,3,3.67,3,0,0
112.29,6.07,14,16.69,2,0,0
62.94,25.92,3,6.12,4,0,0
17.5,26.29,16,1.67,3,1,0
67.66,1.73,5,7.2,1,1,0
235.85,15.36,7,10.44,3,0,0
31.95,23.73,10,2.48,1,1,0
500,23.31,6,1.81,4,0,0
33.7,56.72,19,8.93,4,0,0
21.48,66.12,4,0.51,5,0,0
40.69,14.41,5,1.85,2,0,0
14.5,4.78,9,16.5,5,1,0
73.67,49.38,9,6.88,2,1,0
34.9,42.81,1,1.53,1,0,0
53.31,50.51,2,17.11,3,0,0
104.5,15.94,19,5.54,5,0,0
48.63,10.03,20,32.15,2,1,0
404.61,30.19,20,5.54,1,0,0
37.48,38.83,10,4.81,3,0,0
210.39,15.61,6,8.63,5,0,0
142.83,47.87,18,6.22,2,1,0
6.14,26.84,2,0.94,3,1,0
69.96,12.03,6,4.78,3,1,0
130.08,10.19,2,0.88,4,0,0
138.38,31.99,20,7.79,2,0,0
207.31,5.39,20,6.17,5,1,0
75.56,26.68,8,1.53,5,0,0
68.65,35.12,17,1.83,4,0,0
19.38,30.86,14,4.95,5,0,0
1727.59,3.14,11,218.72,6,0,1
208.28,60.97,5,6.21,1,1,0
22.81,1.08,16,0.65,5,0,0
53.07,69.63,7,7.0,1,0,0
187.62,9.35,12,25.08,5,0,0
118.31,44.12,6,25.47,3,0,0
10.23,70.28,13,1.73,3,0,0
121.53,52.6,5,0.76,2,0,0
26.61,34.92,12,7.97,1,0,0
42.69,49.9,5,20.27,2,1,0
110.66,26.82,8,12.46,5,0,0
113.68,47.36,3,14.5,4,0,0
67.82,42.62,8,5.25,2,0,0
52.42,35.35,3,16.78,5,1,0
35.64,62.35,1,2.01,3,0,0
46.88,52.04,19,2.32,1,1,0
12.55,60.36,6,4.69,1,1,0
67.9,8.13,17,3.06,5,0,0
125.04,32.79,8,2.12,5,1,0
115.85,12.38,18,2.76,2,0,0
60.53,12.5,2,0.25,2,1,0
22.3,62.92,16,2.01,4,1,0
89.52,35.83,19,6.39,1,1,0
44.9,31.24,4,27.72,1,1,0
13.43,66.4,19,0.83,5,0,0
89.36,67.68,9,35.94,1,0,0
100.46,26.56,15,5.03,1,0,0
41.64,49.86,6,1.76,4,1,0
53.61,40.05,9,6.17,5,1,0
16.21,40.32,11,5.18,1,1,0
107.14,7.55,14,14.15,1,0,0
98.05,55.63,18,2.49,2,0,0
194.45,20.36,14,1.86,4,0,0
51.74,26.87,8,27.94,5,1,0
20.21,28.92,19,6.52,2,1,0
111.76,43.95,15,2.85,1,0,0
198.9,56.24,4,11.86,3,0,0
194.58,33.5,4,14.96,2,0,0
89.83,26.33,13,17.17,3,1,0
500,70.79,4,4.37,5,1,0
59.05,61.46,2,0.13,5,1,0
10.55,43.96,14,2.67,2,1,0
141.35,61.02,9,2.14,5,1,0
5.38,1.09,11,98.58,6,0,1
75.46,58.95,13,17.7,4,0,0
148.08,48.87,5,1.75,3,1,0
147.09,67.01,14,8.66,5,1,0
146.39,10.1,14,15.45,3,1,0
30.02,8.76,9,0.95,2,1,0
88.29,54.42,2,16.36,4,0,0
28.19,57.61,17,20.06,5,1,0
31.49,67.72,8,2.35,1,1,0
51.07,41.23,8,8.58,4,0,0
267.35,40.16,15,2.4,4,0,0
11.49,47.53,17,0.89,2,0,0
13.45,37.81,20,11.3,4,0,0
152.6,63.49,1,37.06,2,1,0
58.11,17.6,3,9.71,5,0,0
28.16,20.95,13,8.55,4,0,0
5,66.04,9,4.06,5,0,0
59.18,13.73,2,1.27,3,0,0
45.35,18.0,12,17.14,4,1,0
17.61,23.0,4,3.98,1,0,0
51.12,63.55,15,3.41,3,1,0
28.59,9.11,16,14.48,3,1,0
15.15,28.52,11,27.01,1,0,0
47.97,44.26,4,3.85,1,1,0
164.93,69.71,18,6.04,4,0,0
11.29,44.01,5,5.62,4,1,0
305.7,53.76,17,9.62,5,0,0
92.12,27.31,18,0.9,2,1,0
73.08,45.43,11,5.26,3,0,0
24.51,2.02,3,10.32,4,1,0
38.26,54.07,2,1.45,2,0,0
20.32,61.09,17,1.82,2,1,0
28.47,33.12,9,3.71,1,0,0
59.86,56.18,11,0.89,3,0,0
144.05,48.22,13,7.55,3,1,0
385.3,7.05,4,7.22,5,0,0
49.37,70.35,20,13.89,1,0,0
29.47,48.88,14,2.85,1,1,0
21.24,58.77,19,1.02,2,0,0
7.92,17.39,8,2.31,2,1,0
14.47,34.95,15,11.02,5,1,0
38.15,3.95,5,0.45,5,1,0
109.36,42.04,12,9.55,2,0,0
238.18,19.86,13,1.05,3,0,0
74.22,59.41,7,7.51,1,0,0
15.85,15.1,9,5.65,3,0,0
104.9,54.29,8,15.02,3,1,0
71.45,35.91,8,3.21,3,0,0
96.29,67.42,7,1.25,2,0,0
48.62,29.56,5,21.89,5,1,0
59.28,37.56,7,0.03,3,0,0
63.04,56.55,16,8.15,1,0,0
43.04,60.67,4,1.52,5,1,0
134.86,47.44,5,16.05,2,0,0
60.23,17.08,5,1.35,3,0,0
500,4.53,13,6.26,4,0,0
5.46,3.84,11,7.27,5,1,0
263.1,0.47,2,58.4,4,1,1
147.8,19.04,11,3.52,4,0,0
237.01,1.31,1,1.96,3,0,0
65.11,8.26,5,1.39,3,0,0
42.32,44.77,16,5.93,5,0,0
122.25,5.69,12,6.89,2,0,0
38.65,14.73,13,1.67,1,0,0
34.62,11.77,17,3.34,2,1,0
45.75,12.6,13,0.96,4,0,0
55.3,44.07,10,17.71,5,0,0
12.21,7.06,14,15.84,1,1,0
71.87,59.03,6,6.11,4,1,0
168.79,50.61,3,5.84,5,1,0
18.47,38.66,2,6.45,4,1,0
118.14,43.03,7,20.89,5,1,0
208.14,68.99,5,2.77,3,0,0
13.78,49.59,9,18.37,5,0,0
41.5,7.63,20,0.46,2,1,0
26.3,29.7,2,1.63,1,0,0
82.5,55.49,14,2.98,1,1,0
58.89,29.01,11,18.5,2,0,0
125.75,66.37,12,1.28,4,1,0
41.72,6.81,15,15.93,4,0,0
21.39,67.82,16,0.97,1,1,0
19.59,9.83,2,14.89,3,0,0
24.71,53.48,8,1.49,1,0,0
43.73,39.99,3,12.55,5,1,0
180.26,15.15,13,2.73,4,0,0
23.38,49.86,16,1.15,5,1,0
14.61,39.66,16,3.37,5,1,0
24.46,26.66,19,6.02,3,0,0
83.04,54.3,18,24.31,1,1,0
169.76,5.38,1,2.4,1,1,0
24.55,51.57,14,1.32,2,0,0
23.53,21.81,14,2.61,2,0,0
261.55,30.46,3,0.33,5,0,0
32.26,53.16,11,13.17,4,0,0
174.19,4.0,2,9.37,3,0,0
118.98,14.08,18,17.0,1,1,0
8.44,37.9,1,12.35,5,1,0
51.0,41.15,19,8.15,5,0,0
12.0,29.41,20,12.64,3,1,0
24.43,70.38,19,5.38,5,1,0
73.75,27.49,20,6.27,5,1,0
60.57,10.96,11,14.76,5,0,0
6.53,70.04,5,7.08,5,1,0
9.56,51.55,18,28.54,1,0,0
11.8,10.65,10,4.94,4,1,0
40.51,68.89,17,2.43,2,1,0
154.72,9.47,9,5.43,1,1,0
47.07,62.94,10,2.53,3,0,0
29.2,36.68,6,7.17,5,0,0
29.95,31.64,7,9.24,5,0,0
119.76,26.93,7,3.09,5,0,0
11.46,33.76,16,5.78,1,0,0
27.11,9.54,9,8.24,4,0,0
91.11,3.0,4,14.62,3,0,0
1291.82,6.75,15,97.4,9,1,1
