accident_id,date,time,day_of_week,road_type,speed_limit,weather_conditions,light_conditions,road_surface,number_of_vehicles,number_of_casualties,severity,latitude,longitude,local_authority,urban_rural
ACC01540,2023-06-08,13:24,Thursday,One way street,20,Fine no high winds,Daylight,Dry,2,1,Slight,52.665424,-0.190085,Cheltenham,Urban
ACC01541,2023-05-02,21:25,Tuesday,Roundabout,40,Snowing no high winds,Darkness - lights unlit,Flood over 3cm deep,3,2,Fatal,55.237057,-5.366892,Coventry,Urban
ACC01542,2023-12-05,12:52,Tuesday,Dual carriageway,60,,Darkness - lights lit,Dry,3,1,Fatal,51.964669,0.709377,Leeds,Rural
ACC01543,2023-08-27,09:05,Sunday,Roundabout,60,Fine no high winds,,Dry,2,2,Fatal,50.672427,1.150105,Sunderland,Urban
ACC01544,2023-04-24,18:26,Monday,Motorway,60,Fine no high winds,Darkness - lighting unknown,Snow,3,1,Serious,50.045164,-5.613989,Coventry,Rural
ACC01545,2023-10-13,11:01,Friday,Slip road,30,Fog or mist,Darkness - lights unlit,Dry,2,2,Slight,54.714126,-5.143307,Leeds,Urban
ACC01546,2023-05-16,07:52,Tuesday,Dual carriageway,60,,Daylight,Frost or ice,2,2,Slight,52.23507,-0.32739,Newcastle upon Tyne,Rural
ACC01547,2023-08-01,23:08,Tuesday,Single carriageway,70,Fine no high winds,Daylight,Snow,2,3,Slight,52.490092,-2.0221,Southwark,Urban
ACC01548,2023-12-08,21:45,Friday,Dual carriageway,70,Fog or mist,Daylight,Dry,1,1,Fatal,55.073937,-1.890237,Portsmouth,Rural
ACC01549,2023-12-06,13:35,Wednesday,Motorway,70,Fine no high winds,,Snow,2,2,Slight,54.989032,-5.336983,Leicester,Urban
ACC01550,2023-01-04,12:50,Wednesday,Dual carriageway,30,Unknown,Darkness - lighting unknown,Dry,2,2,Slight,54.871042,0.873321,Hackney,Rural
ACC01551,2023-10-16,13:36,Monday,Roundabout,20,Raining no high winds,Daylight,Wet or damp,3,4,Slight,52.401031,-4.712228,Plymouth,Urban
ACC01552,2023-06-28,01:31,Wednesday,Dual carriageway,30,Fog or mist,Darkness - lights lit,Dry,2,2,Slight,51.684064,-3.00685,Bath,Rural
ACC01553,2023-07-19,19:51,Wednesday,Roundabout,30,Fine no high winds,Daylight,Snow,4,5,Serious,50.806107,1.653075,Oxford,Urban
ACC01554,2023-03-10,21:24,Friday,Single carriageway,70,Raining with high winds,Darkness - lights unlit,Dry,1,1,Slight,54.458623,-1.648925,York,Urban
ACC01555,2023-11-01,21:26,Wednesday,Slip road,70,Fine no high winds,Daylight,Snow,2,1,Serious,54.326867,0.4614,Leicester,Urban
ACC01556,2023-03-17,13:11,Friday,Dual carriageway,40,Fine no high winds,Darkness - lights lit,Snow,3,1,Slight,54.321724,-1.781396,Derby,Urban
ACC01557,2023-03-18,08:58,Saturday,Dual carriageway,40,Fine no high winds,Daylight,Dry,3,2,Slight,55.327544,-5.575063,Derby,Rural
ACC01558,2023-11-06,07:58,Monday,Dual carriageway,40,Unknown,Daylight,Dry,3,1,Slight,51.630017,-5.467734,Exeter,Rural
ACC01559,2023-09-04,17:09,Monday,Dual carriageway,20,Fine no high winds,Daylight,,2,2,Slight,50.537831,-2.009353,Ipswich,Rural
ACC01560,2023-06-09,17:22,Friday,Slip road,60,Fog or mist,Darkness - lights unlit,Dry,2,1,Serious,52.619619,-3.583194,Edinburgh,Urban
ACC01561,2023-09-10,04:20,Sunday,Dual carriageway,40,Unknown,Daylight,Dry,2,1,Slight,50.392129,-2.205442,Reading,Rural
ACC01562,2023-10-11,05:32,Wednesday,Slip road,30,Fine no high winds,Darkness - lights lit,Frost or ice,2,1,Slight,54.10983,-1.707923,Exeter,Rural
ACC01563,2023-03-08,08:20,Wednesday,Dual carriageway,30,Other,Daylight,Snow,2,2,Slight,52.154223,-0.074509,Greenwich,Rural
ACC01564,2023-05-12,08:14,Friday,Single carriageway,70,Fine no high winds,Daylight,Snow,1,4,Slight,50.825552,0.213403,Wolverhampton,Rural
ACC01565,2023-11-10,03:51,Friday,Single carriageway,70,Raining no high winds,Daylight,Dry,3,4,Fatal,55.410454,-4.465293,York,Rural
ACC01566,2023-05-31,14:31,Wednesday,Roundabout,60,Unknown,Darkness - lights lit,Flood over 3cm deep,3,2,Serious,53.036259,-5.007598,Southampton,Rural
ACC01567,2023-10-30,18:16,Monday,Dual carriageway,60,Raining no high winds,Daylight,Flood over 3cm deep,1,4,Fatal,55.031416,1.444336,Liverpool,Urban
ACC01568,2023-08-13,08:13,Sunday,Single carriageway,40,,Darkness - lighting unknown,Dry,3,2,slight,52.667024,-0.277072,Portsmouth,Urban
ACC01569,2023-07-25,09:28,Tuesday,One way street,30,Fine no high winds,Darkness - lighting unknown,Dry,1,5,Serious,50.736943,-1.342286,Liverpool,Rural
ACC01570,2023-08-07,16:38,Monday,Dual carriageway,30,Fine no high winds,Darkness - lights lit,Wet or damp,2,6,Slight,53.305537,-0.733069,Islington,Rural
ACC01571,2023-04-04,18:58,Tuesday,Dual carriageway,30,Raining no high winds,Darkness - lighting unknown,Wet or damp,2,6,Slight,50.652298,-1.793589,Coventry,Rural
ACC01572,2023-08-28,02:30,Monday,Single carriageway,40,Snowing no high winds,Daylight,Snow,2,5,Slight,50.482348,-2.619227,Cardiff,Rural
ACC01573,2023-05-13,18:15,Saturday,Slip road,70,Fine no high winds,Daylight,Dry,3,1,Slight,51.951433,-1.975914,Portsmouth,Rural
ACC01574,2023-08-06,08:05,Sunday,Slip road,40,Fog or mist,Daylight,Wet or damp,2,3,Serious,50.136224,-1.592056,Exeter,Urban
ACC01575,2023-09-08,03:23,Friday,Single carriageway,20,Fine no high winds,Daylight,Dry,2,1,Slight,53.049001,-5.69833,Leicester,Urban
ACC01576,2023-10-27,02:00,Friday,Motorway,50,Fine no high winds,Darkness - lights unlit,Wet or damp,3,2,Slight,51.808824,-0.983696,Wolverhampton,Rural
ACC01577,2023-08-21,18:24,Monday,Slip road,70,Fine no high winds,Darkness - lights unlit,Frost or ice,2,1,Slight,50.685394,0.307226,Leeds,Rural
ACC01578,2023-10-17,12:57,Tuesday,Dual carriageway,40,Fog or mist,Darkness - no lighting,Dry,2,3,Slight,52.099089,-0.584819,Derby,Urban
ACC01579,2023-11-13,08:43,Monday,Slip road,30,Other,Daylight,Snow,1,5,Slight,52.946263,-2.652743,Norwich,Rural
ACC01580,2023-12-11,06:22,Monday,Motorway,50,Raining with high winds,Darkness - lights lit,Dry,4,4,Slight,51.588079,0.927811,Tower Hamlets,Urban
ACC01581,2023-06-29,08:47,Thursday,Roundabout,60,Raining with high winds,Darkness - lights unlit,Snow,2,3,Slight,55.640192,-0.115638,Edinburgh,Urban
ACC01582,2023-11-28,09:08,Tuesday,Dual carriageway,20,Raining no high winds,Daylight,Frost or ice,2,2,Slight,53.243118,-3.653298,Reading,Rural
ACC01583,2023-06-28,16:49,Wednesday,Slip road,60,Fine no high winds,Darkness - lights lit,Dry,2,1,Serious,52.156866,-2.678148,Leeds,Urban
ACC01584,2023-12-23,00:30,Saturday,Dual carriageway,60,Fine no high winds,Daylight,Wet or damp,1,1,Slight,51.266856,0.380984,Newcastle upon Tyne,Urban
ACC01585,2023-09-30,18:27,Saturday,Dual carriageway,30,Fine no high winds,Darkness - lights unlit,Frost or ice,2,1,Slight,55.00986,-0.108248,Sheffield,Urban
ACC01586,2023-05-16,09:09,Tuesday,Single carriageway,70,Fine no high winds,Daylight,Dry,3,1,Serious,52.530022,-2.07796,Exeter,Urban
ACC01587,2023-08-25,20:30,Friday,Dual carriageway,60,Fine no high winds,Daylight,Dry,2,1,Slight,55.15879,-2.346096,Glasgow,Urban
ACC01588,2023-06-26,20:43,Monday,Single carriageway,50,Fine no high winds,Daylight,Frost or ice,1,1,Serious,52.728153,-2.454651,Southampton,Urban
ACC01589,2023-11-04,18:25,Saturday,Single carriageway,30,Fog or mist,Daylight,Dry,2,1,Slight,53.469686,-1.288127,Coventry,Urban
ACC01590,2023-01-05,14:32,Thursday,Single carriageway,60,Fog or mist,,Dry,2,3,Slight,50.690812,-5.475281,York,Urban
ACC01591,2023-08-14,08:32,Monday,Dual carriageway,20,Fine no high winds,Darkness - lights lit,Flood over 3cm deep,3,1,Slight,52.510585,0.795518,Leicester,Urban
ACC01592,2023-04-07,08:35,Friday,Motorway,30,Other,Darkness - lights unlit,Wet or damp,2,5,Slight,52.856198,-1.805569,Derby,Rural
ACC01593,2023-06-11,18:13,Sunday,Single carriageway,30,Fine no high winds,Daylight,Frost or ice,2,1,Slight,54.899502,0.486366,Lewisham,Rural
ACC01594,2023-01-20,19:38,Friday,One way street,50,Fine no high winds,Daylight,Dry,4,3,slight,55.279476,-3.013377,Oxford,Urban
ACC01595,2023-06-30,16:51,Friday,Single carriageway,70,,Daylight,Dry,1,1,Fatal,52.072239,-4.999365,Bradford,Urban
ACC01596,2023-12-21,16:08,Thursday,Single carriageway,40,Snowing no high winds,Daylight,Dry,2,4,Slight,55.275352,-3.100574,Reading,Urban
ACC01597,2023-04-15,16:47,Saturday,Single carriageway,40,Unknown,Darkness - lights lit,Wet or damp,2,3,Slight,54.976524,-1.681619,Portsmouth,Urban
ACC01598,2023-10-28,12:32,Saturday,Roundabout,30,Raining no high winds,,Frost or ice,2,3,Serious,53.836024,-5.105507,Cardiff,Rural
ACC01599,2023-11-14,13:16,Tuesday,Motorway,60,Raining no high winds,Daylight,Wet or damp,1,2,Slight,52.972493,-3.587063,Wandsworth,Urban
ACC01600,2023-05-02,00:28,Tuesday,One way street,70,Raining no high winds,Darkness - lights lit,Wet or damp,2,3,Slight,52.13595,-3.205191,Brighton and Hove,Urban
ACC01601,2023-06-03,13:40,Saturday,Slip road,60,Fine no high winds,Darkness - lights lit,Dry,2,4,Slight,50.731908,-1.842642,Lewisham,Urban
ACC01602,2023-02-01,10:57,Wednesday,Roundabout,70,Fine no high winds,Darkness - lighting unknown,Wet or damp,2,2,Serious,55.199052,1.215172,Lambeth,Rural
ACC01603,2023-03-20,14:14,Monday,Roundabout,20,Fine no high winds,Darkness - no lighting,Snow,2,2,Slight,52.178504,-4.770563,Lewisham,Urban
ACC01604,2023-07-08,22:40,Saturday,Dual carriageway,40,Fine no high winds,Darkness - no lighting,Dry,1,1,Slight,51.951062,-3.895053,Leicester,Urban
ACC01605,2023-03-04,14:42,Saturday,Dual carriageway,30,,Darkness - no lighting,Snow,2,1,Fatal,52.065504,-5.641661,Cheltenham,Urban
ACC01606,2023-06-18,17:20,Sunday,Single carriageway,30,Other,Darkness - no lighting,Dry,2,2,Slight,54.514931,-1.079531,Sheffield,Urban
ACC01607,2023-10-07,14:01,Saturday,Single carriageway,20,Raining no high winds,Darkness - lights lit,Flood over 3cm deep,2,1,Slight,52.142659,-4.165431,Islington,Urban
ACC01608,2023-04-22,13:15,Saturday,Slip road,70,Fine no high winds,Daylight,Dry,2,4,Serious,53.250994,-2.343403,Birmingham,Urban
ACC01609,2023-07-31,13:25,Monday,Dual carriageway,40,Fine no high winds,Daylight,Flood over 3cm deep,2,2,Slight,51.076446,-4.302391,Oxford,Rural
ACC01610,2023-08-26,06:49,Saturday,Single carriageway,60,Fog or mist,Darkness - lights unlit,Snow,2,2,Slight,53.006042,-0.576755,Norwich,Rural
ACC01611,2023-12-06,08:24,Wednesday,Dual carriageway,70,Fog or mist,Darkness - lights lit,Dry,1,1,Slight,52.339577,-0.798041,Leeds,Rural
ACC01612,2023-10-12,12:17,Thursday,One way street,50,Raining no high winds,Darkness - lighting unknown,Dry,4,1,Serious,51.055958,-4.656711,Lewisham,Urban
ACC01613,2023-03-12,16:14,Sunday,Slip road,30,Fine no high winds,Darkness - no lighting,Flood over 3cm deep,3,1,Slight,53.917842,-5.217586,Brighton and Hove,Rural
ACC01614,2023-01-27,10:20,Friday,One way street,70,Raining no high winds,Darkness - no lighting,Snow,2,2,Slight,54.788913,-2.247189,Swansea,Rural
ACC01615,2023-11-23,20:27,Thursday,Dual carriageway,70,Fine no high winds,Darkness - lights lit,Dry,4,4,Slight,52.707974,-2.942662,Lambeth,Urban
ACC01616,2023-03-19,09:32,Sunday,One way street,60,Fine no high winds,Darkness - no lighting,Dry,3,1,Slight,51.889623,-0.963209,Southwark,Rural
ACC01617,2023-02-21,17:56,Tuesday,Motorway,40,Fine no high winds,Darkness - lighting unknown,Dry,2,6,Slight,54.831143,-0.378207,Brighton and Hove,Rural
ACC01618,2023-01-25,04:13,Wednesday,Dual carriageway,60,Fine no high winds,,Snow,1,6,Serious,53.570496,-5.119348,Portsmouth,Urban
ACC01619,2023-12-02,09:37,Saturday,One way street,40,Fog or mist,Daylight,Wet or damp,3,1,Slight,52.037814,-1.046725,Lambeth,Urban
ACC01620,2023-01-04,15:46,Wednesday,Roundabout,30,Fine no high winds,Daylight,Snow,1,2,Slight,55.203311,1.637685,Lambeth,Rural
ACC01621,2023-08-17,16:02,Thursday,Dual carriageway,30,Fine no high winds,Daylight,Frost or ice,2,3,Slight,52.399853,-2.615748,Oxford,Urban
ACC01622,2023-08-03,08:29,Thursday,roundabout,40,Raining no high winds,Daylight,Snow,2,1,Slight,53.911823,-2.661131,Southampton,Urban
ACC01623,2023-12-17,17:31,Sunday,Single carriageway,50,Fog or mist,Daylight,Wet or damp,2,1,Slight,55.634533,-5.075782,Reading,Urban
ACC01624,2023-04-07,07:48,Friday,Dual carriageway,20,Other,Darkness - lights lit,Wet or damp,2,2,Slight,55.616243,0.831546,Cambridge,Urban
ACC01625,2023-09-28,16:17,Thursday,Single carriageway,50,Other,Darkness - lights lit,Snow,3,3,Slight,54.28745,-1.398472,Lewisham,Urban
ACC01626,2023-01-17,03:03,Tuesday,Dual carriageway,-30,Fine no high winds,Darkness - lights unlit,Wet or damp,3,1,Slight,51.17788,-3.91413,Bradford,Rural
ACC01627,2023-10-04,03:25,Wednesday,Dual carriageway,,Raining with high winds,Darkness - no lighting,Dry,2,1,Serious,50.062199,1.549927,Nottingham,Rural
ACC01628,2023-12-15,07:55,Friday,Dual carriageway,70,Fog or mist,Darkness - no lighting,Dry,2,3,Serious,52.16985,-1.731104,Plymouth,Rural
ACC01629,2023-12-19,07:01,Tuesday,Single carriageway,20,Other,Darkness - lights lit,Wet or damp,3,2,Slight,53.518139,-1.588528,Sheffield,Urban
ACC01630,2023-05-12,01:24,Friday,roundabout,70,Fine no high winds,Darkness - lights lit,Dry,4,1,Slight,55.402095,-2.935438,Camden,Rural
ACC01631,2023-01-07,20:20,Saturday,One way street,30,Other,Daylight,Frost or ice,1,2,Slight,52.381886,0.000652,Sunderland,Rural
ACC01632,2023-03-02,09:56,Thursday,Dual carriageway,50,Fine no high winds,Daylight,Wet or damp,3,1,Serious,50.39001,-2.19485,Tower Hamlets,Urban
ACC01633,2023-12-09,16:29,Saturday,Slip road,60,Raining with high winds,Daylight,Dry,2,2,Slight,54.046432,-1.901097,Lambeth,Urban
ACC01634,2023-01-15,14:12,Sunday,Roundabout,70,Raining no high winds,Darkness - lights unlit,Dry,5,3,Slight,50.214129,0.789905,Wandsworth,Urban
ACC01635,2023-05-25,21:39,Thursday,Single carriageway,40,Fine no high winds,Daylight,Frost or ice,2,1,Slight,55.099828,-0.281404,Cambridge,Rural
ACC01636,2023-09-18,13:31,Monday,Slip road,70,Fine no high winds,Darkness - lights lit,Wet or damp,2,1,Serious,51.36414,-2.800286,Cheltenham,Rural
ACC01637,2023-02-01,08:27,Wednesday,Single carriageway,30,Raining no high winds,Darkness - no lighting,Dry,2,2,Fatal,53.336137,-4.118858,Sheffield,Urban
ACC01638,2023-07-21,16:51,Friday,Slip road,40,Fine no high winds,Daylight,Wet or damp,3,1,Slight,50.308927,-1.213328,Nottingham,Rural
ACC01639,2023-12-07,09:47,Thursday,Roundabout,30,Raining with high winds,Daylight,Dry,3,1,Slight,50.479684,-0.864082,Brighton and Hove,Rural
ACC01640,2023-08-13,14:41,Sunday,Single carriageway,40,Raining no high winds,Darkness - no lighting,Frost or ice,3,3,Fatal,50.45749,-3.445083,Hackney,Urban
ACC01641,2023-02-09,08:31,Thursday,Roundabout,20,Fog or mist,Daylight,Frost or ice,2,2,Serious,50.200909,0.204133,Swansea,Rural
ACC01642,2023-04-11,16:26,Tuesday,Motorway,50,Raining with high winds,Daylight,Flood over 3cm deep,2,1,Slight,53.321254,-3.657929,Cheltenham,Urban
ACC01643,2023-10-31,19:12,Tuesday,Roundabout,40,Fog or mist,Daylight,Dry,4,1,Serious,54.638238,-1.913025,Sunderland,Rural
ACC01644,2023-11-18,11:28,Saturday,Roundabout,30,Snowing no high winds,Darkness - lights lit,Flood over 3cm deep,3,1,Slight,51.884714,-1.953866,Leeds,Urban
ACC01645,2023-12-18,16:19,Monday,Roundabout,40,Fine no high winds,Darkness - lights unlit,Dry,1,1,Slight,54.817068,-3.13738,Newcastle upon Tyne,Rural
ACC01646,2023-02-12,07:42,Sunday,Dual carriageway,30,Fine no high winds,Darkness - lights unlit,Snow,4,4,Fatal,55.370325,0.549002,Newcastle upon Tyne,Rural
ACC01647,2023-09-27,02:03,Wednesday,Slip road,70,Raining no high winds,Daylight,Snow,2,1,Slight,53.66796,-0.163955,Manchester,Urban
ACC01648,2023-01-22,10:27,Sunday,Dual carriageway,70,Fine no high winds,Darkness - lighting unknown,Wet or damp,2,1,Slight,52.521553,-3.002577,Westminster,Urban
ACC01649,2023-06-13,14:41,Tuesday,Single carriageway,70,Raining no high winds,Darkness - no lighting,Flood over 3cm deep,2,1,Slight,51.030539,0.322454,Cheltenham,Urban
ACC01650,2023-10-20,19:17,Friday,Motorway,-30,Fine no high winds,Daylight,Wet or damp,1,1,Serious,55.57657,-0.499744,Oxford,Rural
ACC01651,2023-03-03,22:01,Friday,Single carriageway,60,Fine no high winds,Daylight,Dry,1,4,Slight,54.070677,-2.431202,Brighton and Hove,Rural
ACC01652,2023-08-26,18:07,Saturday,Dual carriageway,70,Raining no high winds,Darkness - no lighting,Wet or damp,4,5,Slight,51.810593,-3.65167,Sunderland,Rural
ACC01653,2023-01-14,03:12,Saturday,single carriageway,60,Raining no high winds,Daylight,Dry,1,1,Serious,54.451515,0.954085,Sheffield,Urban
ACC01654,2023-05-09,13:30,Tuesday,Single carriageway,70,Fine no high winds,Daylight,Dry,5,1,Slight,50.921771,-1.673277,Bath,Urban
ACC01655,2023-11-30,21:42,Thursday,Motorway,60,Other,Darkness - lights unlit,Snow,4,1,Serious,54.06464,1.017676,Portsmouth,Rural
ACC01656,2023-01-27,07:44,Friday,Single carriageway,40,Fine no high winds,Daylight,Frost or ice,4,1,Serious,54.665096,-4.668231,Nottingham,Urban
ACC01657,2023-12-10,16:31,Sunday,One way street,30,Fog or mist,Darkness - lighting unknown,Wet or damp,2,1,Slight,54.66864,-4.430554,Brighton and Hove,Rural
ACC01658,2023-10-09,16:01,Monday,Slip road,20,Fine no high winds,Daylight,Dry,2,4,Slight,50.458625,-1.09353,Glasgow,Rural
ACC01659,2023-11-30,16:19,Thursday,Slip road,20,Raining no high winds,Daylight,Frost or ice,5,6,Slight,52.874586,-2.887828,Norwich,Rural
ACC01660,2023-07-24,17:29,Monday,One way street,60,Raining no high winds,Darkness - lights unlit,Dry,3,1,Slight,54.708826,1.139646,Edinburgh,Urban
ACC01661,2023-07-09,10:06,Sunday,Dual carriageway,30,Unknown,Daylight,Wet or damp,2,1,Slight,53.374643,-4.138732,Edinburgh,Urban
ACC01662,2023-02-24,13:14,Friday,One way street,40,Unknown,Daylight,Wet or damp,3,1,Serious,51.376636,0.921771,Lewisham,Urban
ACC01663,2023-01-21,06:56,Saturday,Single carriageway,30,Other,Darkness - lighting unknown,Dry,1,1,Slight,55.143689,0.849025,Derby,Rural
ACC01664,2023-06-13,03:04,Tuesday,Single carriageway,60,Unknown,Darkness - lights lit,Snow,2,3,Slight,50.407915,-3.406401,Liverpool,Urban
ACC01665,2023-01-28,23:49,Saturday,Roundabout,70,Fine no high winds,Daylight,Dry,2,4,Slight,52.954702,-5.559657,Cambridge,Urban
ACC01666,2023-03-20,14:16,Monday,Single carriageway,60,Fine no high winds,Darkness - no lighting,Dry,1,1,Slight,50.363551,-0.941945,Southampton,Rural
ACC01667,2023-09-02,00:13,Saturday,Single carriageway,20,Fine no high winds,Daylight,Wet or damp,2,1,Slight,51.779364,-4.72718,Islington,Rural
ACC01668,2023-11-19,16:07,Sunday,Dual carriageway,40,Raining no high winds,Darkness - lights lit,Frost or ice,2,1,Serious,54.407068,1.788799,Greenwich,Urban
ACC01669,2023-09-08,12:45,Friday,Motorway,70,Snowing no high winds,Darkness - lighting unknown,Frost or ice,3,4,Serious,52.848418,-2.129093,Bath,Urban
ACC01670,2023-10-02,09:14,Monday,Slip road,70,Other,Daylight,Dry,2,1,Slight,51.594482,-4.823182,Newcastle upon Tyne,Urban
ACC01671,2023-08-22,07:17,Tuesday,Single carriageway,60,Snowing no high winds,Daylight,Frost or ice,4,2,Slight,54.517386,-0.240643,Islington,Urban
ACC01672,2023-04-09,03:49,Sunday,Motorway,70,Raining no high winds,Daylight,Snow,3,1,Slight,54.797985,-1.19287,Sheffield,Rural
ACC01673,2023-06-10,14:00,Saturday,Single carriageway,20,Unknown,Darkness - no lighting,Dry,3,1,Serious,53.809036,-4.305665,Edinburgh,Urban
ACC01674,2023-01-19,16:45,Thursday,One way street,-60,Raining with high winds,Darkness - lighting unknown,Flood over 3cm deep,2,3,Slight,53.737198,1.03116,Greenwich,Urban
ACC01675,2023-05-22,09:19,Monday,Slip road,30,Fine no high winds,Daylight,,2,2,Slight,53.878266,-1.669389,Westminster,Urban
ACC01676,2023-02-11,08:17,Saturday,Single carriageway,50,Fine no high winds,Darkness - lights lit,,3,5,Slight,54.035084,-1.477868,Cambridge,Rural
ACC01677,2023-05-05,17:49,Friday,Single carriageway,40,Other,Darkness - lights lit,Dry,3,1,Slight,50.780702,0.600806,York,Rural
ACC01678,2023-01-31,20:49,Tuesday,Single carriageway,40,Fine no high winds,Darkness - lighting unknown,Dry,3,1,Fatal,55.094433,-1.948416,Cheltenham,Rural
ACC01679,2023-03-04,09:12,Saturday,Single carriageway,30,Snowing no high winds,Darkness - lights unlit,Wet or damp,2,1,Slight,55.349496,-0.529952,Glasgow,Urban
ACC01680,2023-01-12,16:57,Thursday,Slip road,40,Fine no high winds,Daylight,Wet or damp,3,3,Serious,51.716905,1.593787,Cardiff,Urban
ACC01681,2023-06-22,18:04,Thursday,Single carriageway,70,Fine no high winds,Daylight,Dry,2,1,Slight,54.274631,-0.827886,Liverpool,Urban
ACC01682,2023-11-28,14:41,Tuesday,Dual carriageway,40,Fine no high winds,Darkness - lighting unknown,Wet or damp,2,1,Slight,50.695531,0.543895,Lambeth,Urban
ACC01683,2023-12-26,08:54,Tuesday,Roundabout,40,Fine no high winds,Darkness - no lighting,Wet or damp,2,1,Serious,50.738064,-0.891333,Glasgow,Urban
ACC01684,2023-04-04,04:12,Tuesday,Roundabout,60,Raining no high winds,Daylight,Wet or damp,2,2,Slight,55.080192,-4.414539,Reading,Urban
