drug_a_molecular_weight,drug_a_solubility,drug_a_half_life,drug_a_category,drug_b_category,patient_age_group,interaction_severity
192.75,0.59,28.88,antiviral,anti-inflammatory,18-30,mild
347.64,36.1,15.43,anti-inflammatory,analgesic,18-30,none
720.89,21.48,36.96,antiviral,antidepressant,18-30,moderate
502.79,31.38,65.6,antibiotic,antiviral,31-50,none
773.9,18.02,54.96,antibiotic,antidepressant,51-70,none
371.3,2.38,28.54,analgesic,analgesic,31-50,none
158.48,1.06,41.55,anti-inflammatory,analgesic,18-30,none
401.46,22.02,19.66,antiviral,antibiotic,70+,none
231.45,44.5,16.46,antibiotic,anti-inflammatory,51-70,mild
349.39,34.97,71.05,antibiotic,analgesic,18-30,none
701.24,7.94,24.29,antibiotic,antibiotic,51-70,mild
688.49,3.74,16.09,cardiovascular,antidepressant,31-50,severe
218.75,26.91,14.05,analgesic,antiviral,18-30,none
765.57,35.15,11.61,antibiotic,antidepressant,31-50,none
661.85,28.61,46.66,cardiovascular,antiviral,18-30,none
308.79,31.9,69.09,anti-inflammatory,cardiovascular,31-50,none
736.85,4.51,28.87,antibiotic,antibiotic,51-70,mild
154.22,44.83,24.75,cardiovascular,antidepressant,51-70,severe
788.31,22.61,61.86,antibiotic,analgesic,18-30,none
629.02,38.58,23.13,cardiovascular,analgesic,18-30,moderate
672.67,9.04,1.6,antiviral,antibiotic,31-50,mild
379.92,9.41,19.16,cardiovascular,analgesic,51-70,severe
224.45,40.08,60.77,antibiotic,antiviral,51-70,severe
153.98,9.53,50.73,antibiotic,analgesic,51-70,none
193.89,45.35,38.23,analgesic,anti-inflammatory,31-50,none
467.74,0.31,26.99,analgesic,cardiovascular,18-30,moderate
498.09,16.68,40.09,antiviral,anti-inflammatory,70+,mild
519.83,23.24,70.07,antibiotic,antiviral,51-70,mild
610.74,37.55,55.89,antibiotic,cardiovascular,31-50,mild
675.39,30.23,16.33,anti-inflammatory,cardiovascular,51-70,moderate
461.73,8.7,37.14,antidepressant,antidepressant,70+,moderate
577.28,49.77,10.81,antiviral,cardiovascular,18-30,mild
549.78,26.88,45.39,antibiotic,antibiotic,51-70,mild
251.07,12.67,20.7,cardiovascular,antidepressant,51-70,moderate
709.17,37.41,5.69,antidepressant,anti-inflammatory,51-70,none
277.58,0.61,9.98,antiviral,antiviral,18-30,mild
182.96,46.86,50.41,antibiotic,antibiotic,18-30,none
435.29,18.02,67.06,antiviral,analgesic,18-30,none
654.95,6.62,7.64,antidepressant,analgesic,31-50,none
407.32,0.24,70.89,analgesic,antidepressant,51-70,none
435.98,23.03,29.25,anti-inflammatory,analgesic,51-70,none
295.76,38.42,49.55,antiviral,antibiotic,70+,severe
678.42,48.92,6.26,antidepressant,cardiovascular,70+,severe
176.57,47.25,42.32,anti-inflammatory,antibiotic,18-30,mild
697.4,37.12,59.3,analgesic,anti-inflammatory,31-50,none
255.43,28.42,57.9,antibiotic,analgesic,31-50,none
413.81,44.25,69.79,cardiovascular,cardiovascular,31-50,none
639.54,44.56,28.2,antiviral,cardiovascular,70+,moderate
405.92,18.15,22.53,antidepressant,antidepressant,31-50,mild
173.52,48.27,28.8,antibiotic,antiviral,31-50,moderate
518.91,17.26,22.46,anti-inflammatory,cardiovascular,18-30,none
273.35,42.34,28.36,cardiovascular,analgesic,18-30,moderate
660.79,33.31,66.29,antiviral,antidepressant,70+,none
510.62,16.1,48.82,analgesic,antiviral,31-50,none
175.54,36.77,68.39,anti-inflammatory,antiviral,51-70,none
630.94,46.52,11.47,antibiotic,antiviral,31-50,moderate
540.51,34.17,19.72,antibiotic,anti-inflammatory,31-50,mild
305.62,6.79,69.56,antidepressant,cardiovascular,70+,severe
187.44,26.63,16.97,antidepressant,antibiotic,70+,mild
172.58,34.51,6.51,antiviral,antidepressant,51-70,none
393.01,35.97,27.26,cardiovascular,antiviral,31-50,none
598.39,33.79,36.46,cardiovascular,cardiovascular,31-50,moderate
324.36,38.63,65.01,antiviral,antidepressant,70+,none
384.32,12.07,27.32,cardiovascular,antidepressant,31-50,severe
476.81,48.12,5.51,antibiotic,antidepressant,18-30,none
265.1,14.35,2.57,antiviral,analgesic,31-50,moderate
746.09,15.39,7.22,antidepressant,antibiotic,51-70,none
537.36,16.22,67.74,anti-inflammatory,cardiovascular,31-50,none
704.74,12.05,33.18,antidepressant,antibiotic,18-30,none
655.0,29.47,9.43,antibiotic,cardiovascular,18-30,none
584.0,13.31,39.66,antibiotic,antibiotic,51-70,none
252.32,20.83,9.26,antidepressant,antidepressant,18-30,none
418.22,32.92,33.51,analgesic,antiviral,70+,none
169.49,32.32,52.89,cardiovascular,anti-inflammatory,51-70,none
228.16,18.48,39.98,analgesic,anti-inflammatory,31-50,none
251.67,18.2,69.83,antidepressant,antiviral,70+,none
668.38,13.06,60.93,antiviral,antiviral,31-50,mild
223.08,9.78,69.51,antiviral,antiviral,18-30,none
718.95,41.04,16.8,cardiovascular,cardiovascular,31-50,none
525.25,20.08,24.0,antibiotic,antibiotic,31-50,moderate
569.71,2.43,55.19,antiviral,antidepressant,51-70,moderate
678.89,46.63,5.46,antidepressant,antidepressant,51-70,none
166.46,7.68,61.8,antibiotic,antiviral,18-30,mild
350.97,16.06,48.04,antibiotic,analgesic,31-50,none
522.88,39.61,55.62,antibiotic,cardiovascular,31-50,none
557.91,4.43,71.54,analgesic,antibiotic,18-30,none
610.97,25.95,28.74,antiviral,analgesic,51-70,mild
271.22,36.34,61.77,antibiotic,antidepressant,18-30,none
687.71,43.0,49.48,antibiotic,antibiotic,18-30,mild
565.96,38.57,32.43,antiviral,anti-inflammatory,18-30,none
150.93,18.24,34.63,antiviral,antibiotic,51-70,mild
296.58,11.41,31.3,anti-inflammatory,antidepressant,70+,none
181.82,48.81,4.23,antibiotic,cardiovascular,51-70,none
662.14,6.13,36.9,antibiotic,antibiotic,31-50,moderate
251.38,5.08,46.78,anti-inflammatory,antibiotic,70+,moderate
512.88,28.06,69.3,antiviral,analgesic,70+,none
559.67,46.16,55.11,anti-inflammatory,antidepressant,51-70,none
461.01,16.28,54.52,antibiotic,antibiotic,18-30,mild
599.05,7.72,68.61,antiviral,anti-inflammatory,18-30,none
218.98,30.41,19.02,antibiotic,antidepressant,31-50,none
250.28,40.8,71.35,antiviral,antibiotic,18-30,none
772.93,20.31,27.77,anti-inflammatory,antidepressant,18-30,none
307.46,44.86,57.12,cardiovascular,antibiotic,18-30,none
571.04,26.63,20.28,antiviral,cardiovascular,31-50,none
584.85,11.53,40.68,antidepressant,analgesic,51-70,none
360.57,0.78,47.86,antibiotic,cardiovascular,18-30,none
336.44,20.02,41.53,antiviral,cardiovascular,51-70,none
400.98,15.76,20.66,cardiovascular,analgesic,31-50,mild
263.28,31.35,5.78,analgesic,cardiovascular,70+,moderate
323.98,3.97,55.42,antiviral,antidepressant,31-50,none
585.84,28.85,27.69,antibiotic,anti-inflammatory,31-50,moderate
505.63,17.95,14.13,cardiovascular,analgesic,51-70,moderate
784.66,33.37,6.05,antiviral,cardiovascular,18-30,none
623.83,4.58,22.83,antibiotic,anti-inflammatory,18-30,mild
553.2,23.19,41.22,cardiovascular,cardiovascular,18-30,none
770.68,23.78,6.27,cardiovascular,cardiovascular,70+,mild
790.31,9.35,32.09,cardiovascular,antiviral,51-70,moderate
449.25,17.02,41.95,anti-inflammatory,anti-inflammatory,51-70,none
304.2,31.91,15.77,antiviral,antiviral,31-50,none
745.3,34.68,15.41,anti-inflammatory,analgesic,51-70,none
170.07,25.67,52.48,anti-inflammatory,antiviral,31-50,none
301.56,7.32,12.26,anti-inflammatory,analgesic,31-50,mild
674.91,13.69,21.08,antiviral,cardiovascular,51-70,none
334.66,0.44,4.55,antibiotic,cardiovascular,70+,none
504.09,38.15,36.25,antidepressant,anti-inflammatory,31-50,none
442.59,15.54,67.81,cardiovascular,antibiotic,31-50,none
171.95,42.91,3.34,cardiovascular,antibiotic,31-50,mild
604.37,23.57,3.67,antiviral,cardiovascular,70+,none
775.88,22.12,8.8,antiviral,anti-inflammatory,51-70,none
239.28,34.83,16.81,antibiotic,analgesic,51-70,none
266.51,17.55,12.47,antibiotic,cardiovascular,31-50,none
284.14,15.06,71.11,antidepressant,anti-inflammatory,31-50,none
696.32,38.2,44.43,antidepressant,antidepressant,31-50,none
432.51,15.0,24.46,antidepressant,antidepressant,51-70,none
197.45,44.84,44.45,cardiovascular,anti-inflammatory,70+,mild
532.91,37.67,18.21,antiviral,antidepressant,31-50,none
722.6,43.87,19.73,anti-inflammatory,antiviral,51-70,mild
604.75,8.65,16.94,anti-inflammatory,antidepressant,31-50,mild
620.3,11.0,41.87,anti-inflammatory,antiviral,51-70,moderate
489.55,42.92,20.14,antibiotic,antibiotic,18-30,moderate
521.15,6.54,50.08,analgesic,cardiovascular,51-70,moderate
461.3,15.14,61.47,antidepressant,antibiotic,31-50,none
368.84,40.04,10.37,antibiotic,analgesic,18-30,none
177.89,13.98,31.73,antidepressant,cardiovascular,70+,severe
518.27,41.17,11.04,antiviral,antidepressant,18-30,mild
656.21,10.28,62.33,antidepressant,cardiovascular,70+,mild
273.7,29.16,45.59,cardiovascular,analgesic,31-50,mild
429.66,40.33,66.51,anti-inflammatory,antibiotic,70+,mild
343.92,13.04,24.24,cardiovascular,antibiotic,18-30,mild
294.83,27.15,27.34,antibiotic,antidepressant,70+,none
756.31,37.07,3.38,antibiotic,antibiotic,31-50,moderate
340.29,13.33,15.76,analgesic,analgesic,31-50,none
420.2,37.1,48.91,antiviral,cardiovascular,51-70,none
501.18,1.5,40.2,antiviral,antidepressant,51-70,mild
332.38,37.69,69.11,antibiotic,antiviral,18-30,mild
580.73,24.42,64.14,analgesic,cardiovascular,31-50,moderate
696.96,3.02,17.22,antidepressant,analgesic,18-30,none
679.79,30.51,20.9,cardiovascular,antidepressant,18-30,moderate
640.03,37.96,15.13,antibiotic,anti-inflammatory,70+,none
555.35,11.77,10.68,antibiotic,antidepressant,31-50,mild
720.58,11.56,16.58,antidepressant,cardiovascular,31-50,moderate
194.02,34.64,48.59,cardiovascular,cardiovascular,31-50,none
427.46,38.82,44.29,antidepressant,antidepressant,18-30,none
636.46,8.76,46.56,antibiotic,analgesic,18-30,moderate
627.57,27.85,19.34,cardiovascular,antibiotic,18-30,none
290.91,35.87,68.5,antibiotic,analgesic,18-30,none
781.93,29.12,53.64,analgesic,analgesic,31-50,mild
255.98,8.25,57.59,antidepressant,analgesic,70+,moderate
619.44,45.82,19.38,anti-inflammatory,cardiovascular,51-70,mild
772.99,41.6,34.82,antiviral,antiviral,31-50,mild
554.49,41.64,67.44,antibiotic,antidepressant,18-30,none
383.84,27.13,39.11,cardiovascular,antibiotic,51-70,none
478.76,46.56,13.77,antidepressant,anti-inflammatory,18-30,none
771.26,39.12,25.37,cardiovascular,anti-inflammatory,31-50,none
630.67,47.36,35.47,antiviral,antibiotic,31-50,severe
650.12,3.91,14.23,antibiotic,analgesic,18-30,mild
777.91,2.19,50.48,antiviral,anti-inflammatory,31-50,mild
746.84,30.75,48.54,analgesic,cardiovascular,70+,severe
600.83,39.92,67.21,anti-inflammatory,antibiotic,31-50,none
532.04,31.01,18.88,antidepressant,antibiotic,31-50,none
221.1,5.19,13.46,cardiovascular,cardiovascular,51-70,none
312.35,27.92,13.91,analgesic,antidepressant,70+,none
264.5,33.99,49.64,antidepressant,anti-inflammatory,70+,none
398.63,47.91,65.52,antiviral,antiviral,18-30,none
784.51,14.79,32.44,analgesic,antidepressant,31-50,none
487.07,25.48,42.19,antidepressant,analgesic,31-50,mild
709.12,30.73,27.8,anti-inflammatory,antiviral,31-50,none
547.85,43.76,14.45,antiviral,cardiovascular,31-50,none
408.22,31.77,15.85,anti-inflammatory,antiviral,31-50,none
301.56,9.33,66.41,cardiovascular,antidepressant,51-70,severe
249.85,20.98,63.89,antidepressant,anti-inflammatory,18-30,none
676.19,6.78,47.44,anti-inflammatory,antiviral,70+,mild
196.37,46.21,68.81,cardiovascular,antibiotic,18-30,none
534.42,15.86,48.2,anti-inflammatory,cardiovascular,18-30,none
678.04,32.32,13.24,anti-inflammatory,antiviral,31-50,moderate
646.56,9.08,31.63,analgesic,antidepressant,51-70,none
584.74,17.05,14.81,antiviral,analgesic,18-30,none
499.9,42.58,4.1,anti-inflammatory,anti-inflammatory,70+,mild
191.75,32.15,13.55,antibiotic,analgesic,70+,moderate
262.38,3.91,54.19,anti-inflammatory,antiviral,70+,mild
249.87,21.83,30.62,cardiovascular,cardiovascular,31-50,mild
155.48,38.2,8.79,antidepressant,antidepressant,31-50,mild
348.64,6.76,60.41,analgesic,analgesic,51-70,none
265.48,46.41,66.01,cardiovascular,cardiovascular,51-70,none
488.51,38.82,69.14,antiviral,cardiovascular,31-50,none
715.64,37.47,56.03,analgesic,anti-inflammatory,31-50,mild
267.19,30.56,51.75,cardiovascular,antibiotic,18-30,none
275.65,0.95,50.0,analgesic,antidepressant,18-30,none
782.18,14.14,35.48,anti-inflammatory,anti-inflammatory,51-70,moderate
605.01,5.68,34.45,anti-inflammatory,cardiovascular,18-30,none
536.14,30.69,41.85,anti-inflammatory,analgesic,51-70,none
483.9,10.04,53.21,analgesic,analgesic,18-30,none
629.38,37.28,51.14,analgesic,analgesic,31-50,mild
277.86,8.15,24.9,anti-inflammatory,cardiovascular,18-30,none
180.17,40.5,20.18,anti-inflammatory,antibiotic,31-50,mild
151.24,17.83,49.93,cardiovascular,anti-inflammatory,18-30,none
190.59,22.61,38.91,cardiovascular,antibiotic,51-70,none
641.59,46.68,61.9,antibiotic,anti-inflammatory,70+,moderate
546.12,19.33,57.06,antibiotic,antibiotic,51-70,moderate
414.88,37.37,36.9,antiviral,analgesic,70+,moderate
637.53,38.42,13.57,cardiovascular,analgesic,18-30,mild
508.9,48.26,8.71,analgesic,antibiotic,18-30,none
735.04,35.87,11.82,antiviral,anti-inflammatory,51-70,none
625.21,11.27,64.74,cardiovascular,antiviral,51-70,mild
361.49,46.9,53.28,antiviral,analgesic,31-50,none
732.17,24.7,7.74,analgesic,cardiovascular,51-70,mild
258.58,31.78,67.34,anti-inflammatory,analgesic,70+,none
678.59,12.44,6.33,antibiotic,cardiovascular,51-70,mild
746.84,34.77,26.02,anti-inflammatory,cardiovascular,31-50,none
496.61,12.42,50.19,antidepressant,antiviral,31-50,none
615.52,36.62,50.81,cardiovascular,antidepressant,51-70,moderate
684.28,26.74,55.22,anti-inflammatory,antidepressant,31-50,mild
282.69,30.88,43.12,antibiotic,antidepressant,31-50,none
541.52,33.59,45.61,analgesic,cardiovascular,51-70,moderate
545.09,22.31,45.55,antibiotic,anti-inflammatory,31-50,none
533.67,49.85,5.47,cardiovascular,anti-inflammatory,51-70,none
509.61,29.8,22.8,antiviral,cardiovascular,31-50,none
378.76,30.93,41.54,cardiovascular,antidepressant,18-30,none
671.29,42.36,8.99,cardiovascular,antibiotic,31-50,none
447.92,47.19,25.38,cardiovascular,antiviral,31-50,none
397.53,38.84,38.89,antidepressant,antidepressant,31-50,none
665.02,8.42,46.44,cardiovascular,analgesic,31-50,moderate
791.28,8.28,10.91,cardiovascular,analgesic,31-50,severe
338.42,30.13,5.35,anti-inflammatory,antibiotic,31-50,mild
217.84,11.15,40.5,anti-inflammatory,anti-inflammatory,31-50,none
718.71,40.24,24.42,antidepressant,antiviral,51-70,none
628.98,13.17,61.68,analgesic,anti-inflammatory,31-50,none
789.76,11.9,11.61,cardiovascular,antidepressant,70+,severe
591.78,36.04,54.94,cardiovascular,analgesic,31-50,moderate
715.14,29.86,46.8,analgesic,antidepressant,31-50,mild
517.47,41.29,70.49,antiviral,antidepressant,31-50,none
520.16,25.18,35.07,antiviral,analgesic,51-70,none
720.82,40.2,3.22,antiviral,antibiotic,31-50,moderate
727.56,6.23,17.4,antidepressant,antidepressant,70+,mild
759.79,19.73,20.47,antidepressant,cardiovascular,31-50,severe
753.93,40.94,27.57,antidepressant,analgesic,31-50,none
360.34,17.28,43.41,cardiovascular,antibiotic,31-50,none
426.56,9.0,67.66,antibiotic,analgesic,51-70,none
562.88,33.03,32.21,analgesic,antidepressant,31-50,mild
462.26,19.5,39.42,antiviral,antidepressant,31-50,none
260.97,42.42,59.06,anti-inflammatory,antibiotic,31-50,moderate
467.91,4.18,10.74,antidepressant,antiviral,31-50,mild
710.2,29.84,1.24,antibiotic,cardiovascular,18-30,mild
270.14,4.66,62.69,antiviral,cardiovascular,18-30,none
780.44,24.78,31.22,antidepressant,anti-inflammatory,51-70,none
625.48,30.91,40.45,antiviral,antiviral,31-50,none
584.59,8.6,60.76,antibiotic,antiviral,70+,severe
215.91,5.87,36.67,cardiovascular,antidepressant,51-70,moderate
745.55,26.5,46.21,antidepressant,antidepressant,31-50,mild
317.91,22.76,20.12,antibiotic,antidepressant,51-70,none
434.93,26.49,53.78,antiviral,antidepressant,18-30,none
663.16,23.12,26.3,antidepressant,antiviral,51-70,none
338.1,45.07,15.43,antidepressant,antibiotic,31-50,none
497.31,11.19,9.86,antibiotic,cardiovascular,18-30,none
305.77,32.25,66.21,antibiotic,cardiovascular,70+,none
483.44,25.35,64.16,anti-inflammatory,analgesic,31-50,mild
277.59,14.33,40.39,antibiotic,antidepressant,51-70,mild
353.75,6.2,50.1,cardiovascular,antidepressant,51-70,moderate
297.18,40.63,56.68,analgesic,analgesic,31-50,mild
711.26,17.88,49.67,antibiotic,antidepressant,31-50,none
461.47,37.14,67.28,anti-inflammatory,cardiovascular,31-50,none
192.45,15.59,15.9,cardiovascular,antibiotic,31-50,none
558.92,21.56,69.99,antidepressant,analgesic,51-70,none
523.83,39.54,49.95,analgesic,analgesic,31-50,none
525.34,26.61,17.61,antiviral,antiviral,31-50,none
211.88,4.34,43.21,antiviral,anti-inflammatory,31-50,none
403.41,36.83,37.54,anti-inflammatory,antidepressant,51-70,moderate
760.46,41.98,44.67,cardiovascular,anti-inflammatory,31-50,moderate
391.11,38.78,35.81,antiviral,antiviral,31-50,moderate
640.25,6.41,37.8,analgesic,anti-inflammatory,18-30,mild
529.47,36.58,44.25,antiviral,antiviral,51-70,mild
683.0,15.03,39.37,antiviral,anti-inflammatory,70+,none
159.35,16.48,42.22,antidepressant,antidepressant,70+,none
677.08,39.52,57.43,antibiotic,cardiovascular,31-50,mild
404.29,26.22,6.89,antiviral,antibiotic,51-70,mild
286.45,25.19,54.39,anti-inflammatory,analgesic,51-70,none
790.8,41.73,6.66,antidepressant,anti-inflammatory,18-30,none
683.69,36.92,44.82,antiviral,anti-inflammatory,51-70,mild
454.21,2.45,23.41,anti-inflammatory,cardiovascular,70+,mild
530.38,11.13,57.04,analgesic,antiviral,51-70,none
638.06,37.75,33.99,antiviral,analgesic,51-70,moderate
584.81,9.84,48.81,analgesic,antiviral,51-70,mild
529.92,0.62,69.06,anti-inflammatory,antibiotic,70+,moderate
790.09,15.44,46.89,antidepressant,antidepressant,18-30,none
188.4,26.6,59.67,analgesic,anti-inflammatory,51-70,none
177.77,16.45,63.43,antidepressant,antibiotic,51-70,none
373.11,34.89,56.88,cardiovascular,antibiotic,31-50,none
411.34,45.76,6.6,antiviral,antidepressant,31-50,none
285.84,12.18,44.93,antiviral,analgesic,51-70,none
503.96,48.77,70.34,cardiovascular,analgesic,31-50,moderate
310.1,32.57,62.11,cardiovascular,antibiotic,31-50,none
519.26,17.92,57.08,analgesic,analgesic,31-50,none
548.74,33.04,60.52,antibiotic,cardiovascular,31-50,severe
447.01,42.78,39.67,cardiovascular,antiviral,31-50,moderate
341.74,26.11,27.82,antidepressant,antidepressant,18-30,none
608.12,20.67,3.48,analgesic,anti-inflammatory,70+,none
562.49,10.32,39.01,antiviral,antidepressant,31-50,mild
